video,frame,LFHoof_x,LFHoof_y,LFHoof_likelihood,LFAnkle_x,LFAnkle_y,LFAnkle_likelihood,LFKnee_x,LFKnee_y,LFKnee_likelihood,RFHoof_x,RFHoof_y,RFHoof_likelihood,RFAnkle_x,RFAnkle_y,RFAnkle_likelihood,RFKnee_x,RFKnee_y,RFKnee_likelihood,LHHoof_x,LHHoof_y,LHHoof_likelihood,LHAnkle_x,LHAnkle_y,LHAnkle_likelihood,LHKnee_x,LHKnee_y,LHKnee_likelihood,RHHoof_x,RHHoof_y,RHHoof_likelihood,RHAnkle_x,RHAnkle_y,RHAnkle_likelihood,RHKnee_x,RHKnee_y,RHKnee_likelihood,Nose_x,Nose_y,Nose_likelihood,HeadTop_x,HeadTop_y,HeadTop_likelihood,Spine1_x,Spine1_y,Spine1_likelihood,Spine2_x,Spine2_y,Spine2_likelihood,Spine3_x,Spine3_y,Spine3_likelihood
0603092517_rgb,39,340.6499938964844,819.9749755859375,1.0,329.2950134277344,782.125,1.0,348.2200012207031,740.489990234375,1.0,454.20001220703125,827.5449829101562,1.0,439.05999755859375,793.47998046875,1.0,423.9200134277344,748.0599975585938,1.0,143.8300018310547,797.2650146484375,1.0,143.8300018310547,763.2000122070312,1.0,124.9050064086914,706.425048828125,1.0,143.8300018310547,827.5449829101562,1.0,121.12000274658203,801.050048828125,1.0,105.9800033569336,744.2750244140625,1.0,613.1700439453125,664.7900390625,1.0,560.1799926757812,573.9500122070312,1.0,420.135009765625,543.6699829101562,1.0,147.61500549316406,539.885009765625,1.0,302.8000183105469,539.885009765625,1.0
0603092517_rgb,40,343.1600036621094,816.5499877929688,1.0,331.9700012207031,779.25,1.0,350.6199951171875,741.9500122070312,1.0,458.7900085449219,827.739990234375,1.0,440.1400146484375,790.4400024414062,1.0,425.2200012207031,749.4100341796875,1.0,179.04000854492188,801.6300048828125,1.0,164.1199951171875,768.0599975585938,1.0,145.47000122070312,719.5700073242188,1.0,141.74000549316406,827.739990234375,1.0,123.09000396728516,794.1700439453125,1.0,108.16999816894531,734.489990234375,1.0,619.1799926757812,663.6199951171875,1.0,566.9600219726562,574.0999755859375,1.0,425.2200012207031,544.260009765625,1.0,152.9300079345703,540.530029296875,1.0,305.8600158691406,536.7999877929688,1.0
0603092517_rgb,41,336.260009765625,818.0799560546875,1.0,336.260009765625,781.530029296875,1.0,358.19000244140625,744.97998046875,1.0,460.5299987792969,825.3900146484375,1.0,445.9100036621094,792.4949951171875,1.0,431.2900085449219,748.635009765625,1.0,233.9199981689453,810.77001953125,1.0,219.3000030517578,774.219970703125,1.0,182.75,723.0499877929688,1.0,146.1999969482422,829.0449829101562,1.0,127.92499542236328,792.4949951171875,1.0,124.2699966430664,730.3599853515625,1.0,628.6599731445312,660.9150390625,1.0,577.489990234375,569.5399780273438,1.0,438.6000061035156,540.2999877929688,1.0,164.47500610351562,540.2999877929688,1.0,328.95001220703125,532.989990234375,1.0
0603092517_rgb,42,334.8800048828125,816.0400390625,1.0,345.8000183105469,783.280029296875,1.0,367.6400146484375,746.8800048828125,1.0,458.6400146484375,826.9600219726562,1.0,444.08001708984375,790.56005859375,1.0,429.52001953125,750.52001953125,1.0,254.8000030517578,816.0400390625,1.0,240.24000549316406,779.6400146484375,1.0,207.48001098632812,721.4000244140625,1.0,145.60000610351562,830.5999755859375,1.0,123.76000213623047,794.2000122070312,1.0,123.76000213623047,728.6800537109375,1.0,633.3600463867188,655.8800048828125,1.0,582.4000244140625,572.1600341796875,1.0,447.7200012207031,546.6799926757812,1.0,171.0800018310547,539.4000244140625,1.0,334.8800048828125,532.1199951171875,1.0
0603092517_rgb,43,347.35498046875,794.5499877929688,1.0,380.9700012207031,779.6099853515625,1.0,403.3799743652344,745.9949951171875,1.0,459.4049987792969,824.4299926757812,1.0,440.72998046875,790.81494140625,1.0,440.72998046875,749.72998046875,1.0,302.5350036621094,816.9599609375,1.0,276.3899841308594,779.6099853515625,1.0,239.0399932861328,723.5849609375,1.0,141.92999267578125,831.8999633789062,1.0,126.98999786376953,794.5499877929688,1.0,126.98999786376953,727.3199462890625,1.0,642.4199829101562,660.0899658203125,1.0,597.5999755859375,570.449951171875,1.0,459.4049987792969,540.5700073242188,1.0,186.75,540.5700073242188,1.0,343.6199951171875,533.0999755859375,1.0
0603092517_rgb,44,385.82000732421875,799.5999755859375,1.0,420.1999816894531,784.3199462890625,1.0,458.3999938964844,738.47998046875,1.0,458.3999938964844,830.1599731445312,1.0,443.1199951171875,795.780029296875,1.0,427.8399963378906,753.760009765625,1.0,317.05999755859375,814.8800048828125,1.0,294.1399841308594,780.5,1.0,252.1199951171875,723.199951171875,1.0,145.16000366210938,830.1599731445312,1.0,129.8800048828125,791.9599609375,1.0,141.33999633789062,723.199951171875,1.0,657.0399780273438,662.0799560546875,1.0,607.3800048828125,570.4000244140625,1.0,466.03997802734375,539.8399658203125,1.0,210.09999084472656,539.8399658203125,1.0,351.44000244140625,532.2000122070312,1.0
0603092517_rgb,45,419.0500183105469,796.1500244140625,1.0,452.8450012207031,777.375,1.0,471.6200256347656,736.0700073242188,1.0,456.6000061035156,829.9450073242188,1.0,449.09002685546875,803.6600341796875,1.0,434.07000732421875,751.0900268554688,1.0,317.6650085449219,814.925048828125,1.0,295.135009765625,784.885009765625,1.0,253.8300018310547,728.5599975585938,1.0,141.1800079345703,829.9450073242188,1.0,129.91500854492188,792.39501953125,1.0,144.93499755859375,724.8050537109375,1.0,659.3699951171875,660.969970703125,1.0,614.3099975585938,570.8499755859375,1.0,475.375,540.8099975585938,1.0,216.27999877929688,540.8099975585938,1.0,347.70501708984375,533.2999877929688,1.0
0603092517_rgb,46,482.25,793.7000122070312,1.0,508.08001708984375,771.5599975585938,1.0,508.08001708984375,730.969970703125,1.0,460.1100158691406,830.6000366210938,1.0,437.9700012207031,797.3900146484375,1.0,441.6600036621094,749.4200439453125,1.0,316.20001220703125,819.530029296875,1.0,294.05999755859375,782.6300048828125,1.0,249.77999877929688,727.280029296875,1.0,142.77000427246094,830.6000366210938,1.0,131.70001220703125,793.7000122070312,1.0,150.15000915527344,723.5899658203125,1.0,670.4400024414062,668.239990234375,1.0,629.8500366210938,572.300048828125,1.0,485.94000244140625,542.780029296875,1.0,227.63999938964844,542.780029296875,1.0,371.5500183105469,535.4000244140625,1.0
0603092517_rgb,47,508.0799865722656,797.5499877929688,1.0,530.489990234375,767.6699829101562,1.0,523.02001953125,722.8499755859375,1.0,463.2599792480469,827.4299926757812,1.0,444.5849914550781,793.81494140625,1.0,440.8499755859375,745.260009765625,1.0,313.8599853515625,816.2249755859375,1.0,291.4499816894531,782.6099853515625,1.0,254.09999084472656,730.3199462890625,1.0,142.04998779296875,831.1649780273438,1.0,134.57998657226562,793.81494140625,1.0,156.989990234375,726.5849609375,1.0,679.8899536132812,670.5599975585938,1.0,638.8049926757812,573.449951171875,1.0,493.1399841308594,543.5700073242188,1.0,239.1599884033203,543.5700073242188,1.0,381.0899963378906,536.0999755859375,1.0
0603092517_rgb,48,565.6599731445312,808.0899658203125,1.0,565.6599731445312,767.0599975585938,1.0,550.739990234375,726.030029296875,1.0,461.2200012207031,826.739990234375,1.0,442.57000732421875,793.1700439453125,1.0,446.29998779296875,744.6799926757812,1.0,312.0199890136719,819.280029296875,1.0,293.3699951171875,785.7099609375,1.0,259.79998779296875,729.760009765625,1.0,147.89999389648438,830.4700317382812,1.0,136.70999145507812,793.1700439453125,1.0,166.5500030517578,726.030029296875,1.0,692.47998046875,670.0800170898438,1.0,647.7200317382812,573.0999755859375,1.0,505.9800109863281,543.260009765625,1.0,244.8800048828125,543.260009765625,1.0,394.08001708984375,535.7999877929688,1.0
